START DATE,START TIME,START TIME ET,SUBJECT,LOCATION,DESCRIPTION,END DATE,END DATE ET,END TIME,END TIME ET,REMINDER OFF,REMINDER ON,REMINDER DATE,REMINDER TIME,REMINDER TIME ET,SHOWTIMEAS FREE,SHOWTIMEAS BUSY
02/23/18,02:05 PM,03:05 PM,Cubs at Brewers,Maryvale Baseball Park - Phoenix,"Local Radio: MLB.com",02/23/18,02/23/18,05:05 PM,06:05 PM,FALSE,TRUE,02/23/18,01:05 PM,02:05 PM,FREE,BUSY
02/24/18,02:05 PM,03:05 PM,Rangers at Cubs,Sloan Park - Mesa,"Local Radio: 670 The Score",02/24/18,02/24/18,05:05 PM,06:05 PM,FALSE,TRUE,02/24/18,01:05 PM,02:05 PM,FREE,BUSY
02/25/18,02:05 PM,03:05 PM,Cubs at Giants,Scottsdale Stadium - Scottsdale,"Local Radio: MLB.com",02/25/18,02/25/18,05:05 PM,06:05 PM,FALSE,TRUE,02/25/18,01:05 PM,02:05 PM,FREE,BUSY
02/26/18,02:05 PM,03:05 PM,Mariners at Cubs,Sloan Park - Mesa,"Local Radio: MLB.com",02/26/18,02/26/18,05:05 PM,06:05 PM,FALSE,TRUE,02/26/18,01:05 PM,02:05 PM,FREE,BUSY
02/27/18,02:05 PM,03:05 PM,White Sox at Cubs,Sloan Park - Mesa,"Local TV: WGN ----- Local Radio: MLB.com",02/27/18,02/27/18,05:05 PM,06:05 PM,FALSE,TRUE,02/27/18,01:05 PM,02:05 PM,FREE,BUSY
02/28/18,02:05 PM,03:05 PM,Athletics at Cubs,Sloan Park - Mesa,"Local Radio: MLB.com",02/28/18,02/28/18,05:05 PM,06:05 PM,FALSE,TRUE,02/28/18,01:05 PM,02:05 PM,FREE,BUSY
03/01/18,02:05 PM,03:05 PM,Rockies at Cubs,Sloan Park - Mesa,"Local Radio: MLB.com",03/01/18,03/01/18,05:05 PM,06:05 PM,FALSE,TRUE,03/01/18,01:05 PM,02:05 PM,FREE,BUSY
03/02/18,02:10 PM,03:10 PM,Cubs at Angels,Tempe Diablo Stadium - Tempe,"Local Radio: MLB.com",03/02/18,03/02/18,05:10 PM,06:10 PM,FALSE,TRUE,03/02/18,01:10 PM,02:10 PM,FREE,BUSY
03/03/18,02:05 PM,03:05 PM,Reds at Cubs,Sloan Park - Mesa,"Local Radio: 670 The Score",03/03/18,03/03/18,05:05 PM,06:05 PM,FALSE,TRUE,03/03/18,01:05 PM,02:05 PM,FREE,BUSY
03/04/18,02:10 PM,03:10 PM,Cubs at D-backs,Salt River Fields at Talking Stick - Scottsdale,"Local Radio: 670 The Score",03/04/18,03/04/18,05:10 PM,06:10 PM,FALSE,TRUE,03/04/18,01:10 PM,02:10 PM,FREE,BUSY
03/05/18,02:10 PM,03:10 PM,Cubs at Rockies,Salt River Fields at Talking Stick - Scottsdale,"Local Radio: MLB.com",03/05/18,03/05/18,05:10 PM,06:10 PM,FALSE,TRUE,03/05/18,01:10 PM,02:10 PM,FREE,BUSY
03/06/18,02:05 PM,03:05 PM,Dodgers at Cubs,Sloan Park - Mesa,"Local Radio: MLB.com",03/06/18,03/06/18,05:05 PM,06:05 PM,FALSE,TRUE,03/06/18,01:05 PM,02:05 PM,FREE,BUSY
03/07/18,07:05 PM,08:05 PM,Cubs at Indians,Goodyear Ballpark - Goodyear,"Local TV: WGN- MLBN ----- Local Radio: MLB.com",03/07/18,03/07/18,10:05 PM,11:05 PM,FALSE,TRUE,03/07/18,06:05 PM,07:05 PM,FREE,BUSY
03/08/18,02:05 PM,03:05 PM,Padres at Cubs,Sloan Park - Mesa,"Local Radio: MLB.com",03/08/18,03/08/18,05:05 PM,06:05 PM,FALSE,TRUE,03/08/18,01:05 PM,02:05 PM,FREE,BUSY
03/09/18,02:05 PM,03:05 PM,Angels at Cubs,Sloan Park - Mesa,"Local Radio: 670 The Score",03/09/18,03/09/18,05:05 PM,06:05 PM,FALSE,TRUE,03/09/18,01:05 PM,02:05 PM,FREE,BUSY
03/10/18,02:05 PM,03:05 PM,White Sox at Cubs,Sloan Park - Mesa,"Local Radio: 670 The Score",03/10/18,03/10/18,05:05 PM,06:05 PM,FALSE,TRUE,03/10/18,01:05 PM,02:05 PM,FREE,BUSY
03/10/18,08:05 PM,09:05 PM,Cubs at Dodgers,Camelback Ranch - Glendale,"Local Radio: MLB.com",03/10/18,03/11/18,11:05 PM,12:05 AM,FALSE,TRUE,03/10/18,07:05 PM,08:05 PM,FREE,BUSY
03/11/18,03:05 PM,04:05 PM,Cubs at Athletics,Hohokam Stadium - Mesa,"Local Radio: MLB.com",03/11/18,03/11/18,06:05 PM,07:05 PM,FALSE,TRUE,03/11/18,02:05 PM,03:05 PM,FREE,BUSY
03/13/18,03:10 PM,04:10 PM,Cubs at Padres,Peoria Stadium - Peoria,"Local TV: MLBN ----- Local Radio: MLB.com",03/13/18,03/13/18,06:10 PM,07:10 PM,FALSE,TRUE,03/13/18,02:10 PM,03:10 PM,FREE,BUSY
03/13/18,09:05 PM,10:05 PM,Giants at Cubs,Sloan Park - Mesa,"Local Radio: MLB.com",03/14/18,03/14/18,12:05 AM,01:05 AM,FALSE,TRUE,03/13/18,08:05 PM,09:05 PM,FREE,BUSY
03/14/18,03:05 PM,04:05 PM,Cubs at Royals,Surprise Stadium - Surprise,"Local Radio: MLB.com",03/14/18,03/14/18,06:05 PM,07:05 PM,FALSE,TRUE,03/14/18,02:05 PM,03:05 PM,FREE,BUSY
03/15/18,03:05 PM,04:05 PM,D-backs at Cubs,Sloan Park - Mesa,"Local Radio: MLB.com",03/15/18,03/15/18,06:05 PM,07:05 PM,FALSE,TRUE,03/15/18,02:05 PM,03:05 PM,FREE,BUSY
03/16/18,03:05 PM,04:05 PM,Cubs at White Sox,Camelback Ranch - Glendale,"Local TV: MLBN ----- Local Radio: MLB.com",03/16/18,03/16/18,06:05 PM,07:05 PM,FALSE,TRUE,03/16/18,02:05 PM,03:05 PM,FREE,BUSY
03/17/18,03:05 PM,04:05 PM,Indians at Cubs,Sloan Park - Mesa,"",03/17/18,03/17/18,06:05 PM,07:05 PM,FALSE,TRUE,03/17/18,02:05 PM,03:05 PM,FREE,BUSY
03/17/18,06:05 PM,07:05 PM,Indians at Cubs,Cashman Field - Las Vegas,"Local TV: WGN",03/17/18,03/17/18,09:05 PM,10:05 PM,FALSE,TRUE,03/17/18,05:05 PM,06:05 PM,FREE,BUSY
03/18/18,03:05 PM,04:05 PM,Indians at Cubs,Cashman Field - Las Vegas,"Local TV: NBC Sports Chicago ----- Local Radio: 670 The Score",03/18/18,03/18/18,06:05 PM,07:05 PM,FALSE,TRUE,03/18/18,02:05 PM,03:05 PM,FREE,BUSY
03/18/18,03:05 PM,04:05 PM,Royals at Cubs,Sloan Park - Mesa,"",03/18/18,03/18/18,06:05 PM,07:05 PM,FALSE,TRUE,03/18/18,02:05 PM,03:05 PM,FREE,BUSY
03/19/18,08:05 PM,09:05 PM,Cubs at Reds,Goodyear Ballpark - Goodyear,"Local Radio: MLB.com",03/19/18,03/20/18,11:05 PM,12:05 AM,FALSE,TRUE,03/19/18,07:05 PM,08:05 PM,FREE,BUSY
03/21/18,03:05 PM,04:05 PM,Cubs at Rangers,Surprise Stadium - Surprise,"Local TV: MLBN ----- Local Radio: MLB.com",03/21/18,03/21/18,06:05 PM,07:05 PM,FALSE,TRUE,03/21/18,02:05 PM,03:05 PM,FREE,BUSY
03/22/18,09:05 PM,10:05 PM,Cubs at Giants,Scottsdale Stadium - Scottsdale,"Local Radio: 670 The Score",03/23/18,03/23/18,12:05 AM,01:05 AM,FALSE,TRUE,03/22/18,08:05 PM,09:05 PM,FREE,BUSY
03/23/18,03:05 PM,04:05 PM,Brewers at Cubs,Sloan Park - Mesa,"Local Radio: 670 The Score",03/23/18,03/23/18,06:05 PM,07:05 PM,FALSE,TRUE,03/23/18,02:05 PM,03:05 PM,FREE,BUSY
03/24/18,08:40 PM,09:40 PM,Cubs at Mariners,Peoria Stadium - Peoria,"",03/24/18,03/25/18,11:40 PM,12:40 AM,FALSE,TRUE,03/24/18,07:40 PM,08:40 PM,FREE,BUSY
03/24/18,09:05 PM,10:05 PM,Rockies at Cubs,Sloan Park - Mesa,"Local TV: NBC Sports Chicago- MLBN ----- Local Radio: 670 The Score",03/25/18,03/25/18,12:05 AM,01:05 AM,FALSE,TRUE,03/24/18,08:05 PM,09:05 PM,FREE,BUSY
03/25/18,02:05 PM,03:05 PM,Cubs at Royals,Surprise Stadium - Surprise,"Local TV: WGN ----- Local Radio: 670 The Score",03/25/18,03/25/18,05:05 PM,06:05 PM,FALSE,TRUE,03/25/18,01:05 PM,02:05 PM,FREE,BUSY
03/26/18,05:05 PM,06:05 PM,Cubs at Red Sox,JetBlue Park - Ft. Myers,"Local Radio: MLB.com",03/26/18,03/26/18,08:05 PM,09:05 PM,FALSE,TRUE,03/26/18,04:05 PM,05:05 PM,FREE,BUSY
03/27/18,12:05 PM,01:05 PM,Cubs at Red Sox,JetBlue Park - Ft. Myers,"Local TV: ESPN ----- Local Radio: MLB.com",03/27/18,03/27/18,03:05 PM,04:05 PM,FALSE,TRUE,03/27/18,11:05 AM,12:05 PM,FREE,BUSY
03/29/18,11:40 AM,12:40 PM,Cubs at Marlins,Marlins Park - Miami,"Local TV: WGN- ESPN (out-of-market only) ----- Local Radio: 670 The Score",03/29/18,03/29/18,02:40 PM,03:40 PM,FALSE,TRUE,03/29/18,10:40 AM,11:40 AM,FREE,BUSY
03/30/18,06:10 PM,07:10 PM,Cubs at Marlins,Marlins Park - Miami,"Local TV: WGN ----- Local Radio: 670 The Score",03/30/18,03/30/18,09:10 PM,10:10 PM,FALSE,TRUE,03/30/18,05:10 PM,06:10 PM,FREE,BUSY
03/31/18,06:10 PM,07:10 PM,Cubs at Marlins,Marlins Park - Miami,"Local TV: NBC Sports Chicago ----- Local Radio: 670 The Score",03/31/18,03/31/18,09:10 PM,10:10 PM,FALSE,TRUE,03/31/18,05:10 PM,06:10 PM,FREE,BUSY
04/01/18,12:10 PM,01:10 PM,Cubs at Marlins,Marlins Park - Miami,"Local TV: NBC Sports Chicago+ ----- Local Radio: 670 The Score",04/01/18,04/01/18,03:10 PM,04:10 PM,FALSE,TRUE,04/01/18,11:10 AM,12:10 PM,FREE,BUSY
04/02/18,03:10 PM,04:10 PM,Cubs at Reds,Great American Ball Park - Cincinnati,"Local TV: NBC Sports Chicago- MLBN (out-of-market only) ----- Local Radio: 670 The Score",04/02/18,04/02/18,06:10 PM,07:10 PM,FALSE,TRUE,04/02/18,02:10 PM,03:10 PM,FREE,BUSY
04/05/18,07:10 PM,08:10 PM,Cubs at Brewers,Miller Park - Milwaukee,"Local TV: NBC Sports Chicago ----- Local Radio: 670 The Score",04/05/18,04/05/18,10:10 PM,11:10 PM,FALSE,TRUE,04/05/18,06:10 PM,07:10 PM,FREE,BUSY
04/06/18,07:10 PM,08:10 PM,Cubs at Brewers,Miller Park - Milwaukee,"Local TV: NBC Sports Chicago+ ----- Local Radio: 670 The Score",04/06/18,04/06/18,10:10 PM,11:10 PM,FALSE,TRUE,04/06/18,06:10 PM,07:10 PM,FREE,BUSY
04/07/18,03:05 PM,04:05 PM,Cubs at Brewers,Miller Park - Milwaukee,"Local TV: ABC 7- FS1- FOX Deportes ----- Local Radio: 670 The Score",04/07/18,04/07/18,06:05 PM,07:05 PM,FALSE,TRUE,04/07/18,02:05 PM,03:05 PM,FREE,BUSY
04/08/18,01:10 PM,02:10 PM,Cubs at Brewers,Miller Park - Milwaukee,"Local TV: WGN ----- Local Radio: 670 The Score",04/08/18,04/08/18,04:10 PM,05:10 PM,FALSE,TRUE,04/08/18,12:10 PM,01:10 PM,FREE,BUSY
04/10/18,01:20 PM,02:20 PM,Pirates at Cubs,Wrigley Field - Chicago,"Local TV: ABC 7- MLBN (out-of-market only) ----- Local Radio: 670 The Score- WRTO 1200",04/10/18,04/10/18,04:20 PM,05:20 PM,FALSE,TRUE,04/10/18,12:20 PM,01:20 PM,FREE,BUSY
04/11/18,07:05 PM,08:05 PM,Pirates at Cubs,Wrigley Field - Chicago,"Local TV: WGN- MLBN (out-of-market only) ----- Local Radio: 670 The Score",04/11/18,04/11/18,10:05 PM,11:05 PM,FALSE,TRUE,04/11/18,06:05 PM,07:05 PM,FREE,BUSY
04/12/18,01:20 PM,02:20 PM,Pirates at Cubs,Wrigley Field - Chicago,"Local TV: NBC Sports Chicago- MLBN (out-of-market only) ----- Local Radio: 670 The Score",04/12/18,04/12/18,04:20 PM,05:20 PM,FALSE,TRUE,04/12/18,12:20 PM,01:20 PM,FREE,BUSY
04/13/18,01:20 PM,02:20 PM,Braves at Cubs,Wrigley Field - Chicago,"Local TV: NBC Sports Chicago- MLBN (out-of-market only) ----- Local Radio: 670 The Score- WRTO 1200",04/13/18,04/13/18,04:20 PM,05:20 PM,FALSE,TRUE,04/13/18,12:20 PM,01:20 PM,FREE,BUSY
04/14/18,01:20 PM,02:20 PM,Braves at Cubs,Wrigley Field - Chicago,"Local TV: NBC Sports Chicago ----- Local Radio: 670 The Score",04/14/18,04/14/18,04:20 PM,05:20 PM,FALSE,TRUE,04/14/18,12:20 PM,01:20 PM,FREE,BUSY
04/17/18,07:05 PM,08:05 PM,Cardinals at Cubs,Wrigley Field - Chicago,"Local TV: NBC Sports Chicago ----- Local Radio: 670 The Score",04/17/18,04/17/18,10:05 PM,11:05 PM,FALSE,TRUE,04/17/18,06:05 PM,07:05 PM,FREE,BUSY
04/19/18,01:20 PM,02:20 PM,Cardinals at Cubs,Wrigley Field - Chicago,"Local TV: ABC 7- MLBN (out-of-market only) ----- Local Radio: 670 The Score- WRTO 1200",04/19/18,04/19/18,04:20 PM,05:20 PM,FALSE,TRUE,04/19/18,12:20 PM,01:20 PM,FREE,BUSY
04/20/18,07:40 PM,08:40 PM,Cubs at Rockies,Coors Field - Denver,"Local TV: WGN ----- Local Radio: 670 The Score",04/20/18,04/20/18,10:40 PM,11:40 PM,FALSE,TRUE,04/20/18,06:40 PM,07:40 PM,FREE,BUSY
04/21/18,07:10 PM,08:10 PM,Cubs at Rockies,Coors Field - Denver,"Local TV: NBC Sports Chicago ----- Local Radio: 670 The Score",04/21/18,04/21/18,10:10 PM,11:10 PM,FALSE,TRUE,04/21/18,06:10 PM,07:10 PM,FREE,BUSY
04/22/18,02:10 PM,03:10 PM,Cubs at Rockies,Coors Field - Denver,"Local TV: NBC Sports Chicago ----- Local Radio: 670 The Score",04/22/18,04/22/18,05:10 PM,06:10 PM,FALSE,TRUE,04/22/18,01:10 PM,02:10 PM,FREE,BUSY
04/24/18,05:10 PM,06:10 PM,Cubs at Indians,Progressive Field - Cleveland,"Local TV: WGN- MLBN (out-of-market only) ----- Local Radio: 670 The Score",04/24/18,04/24/18,08:10 PM,09:10 PM,FALSE,TRUE,04/24/18,04:10 PM,05:10 PM,FREE,BUSY
04/25/18,06:10 PM,07:10 PM,Cubs at Indians,Progressive Field - Cleveland,"Local TV: NBC Sports Chicago ----- Local Radio: 670 The Score",04/25/18,04/25/18,09:10 PM,10:10 PM,FALSE,TRUE,04/25/18,05:10 PM,06:10 PM,FREE,BUSY
04/26/18,07:05 PM,08:05 PM,Brewers at Cubs,Wrigley Field - Chicago,"Local TV: NBC Sports Chicago+- MLBN (out-of-market only) ----- Local Radio: 670 The Score",04/26/18,04/26/18,10:05 PM,11:05 PM,FALSE,TRUE,04/26/18,06:05 PM,07:05 PM,FREE,BUSY
04/27/18,01:20 PM,02:20 PM,Brewers at Cubs,Wrigley Field - Chicago,"Local TV: NBC Sports Chicago- MLBN (out-of-market only) ----- Local Radio: 670 The Score- WRTO 1200",04/27/18,04/27/18,04:20 PM,05:20 PM,FALSE,TRUE,04/27/18,12:20 PM,01:20 PM,FREE,BUSY
04/28/18,01:20 PM,02:20 PM,Brewers at Cubs,Wrigley Field - Chicago,"Local TV: ABC 7- MLBN (out-of-market only) ----- Local Radio: 670 The Score",04/28/18,04/28/18,04:20 PM,05:20 PM,FALSE,TRUE,04/28/18,12:20 PM,01:20 PM,FREE,BUSY
04/29/18,01:20 PM,02:20 PM,Brewers at Cubs,Wrigley Field - Chicago,"Local TV: NBC Sports Chicago ----- Local Radio: 670 The Score",04/29/18,04/29/18,04:20 PM,05:20 PM,FALSE,TRUE,04/29/18,12:20 PM,01:20 PM,FREE,BUSY
04/30/18,06:05 PM,07:05 PM,Rockies at Cubs,Wrigley Field - Chicago,"Local TV: NBC Sports Chicago- ESPN (out-of-market only) ----- Local Radio: 670 The Score",04/30/18,04/30/18,09:05 PM,10:05 PM,FALSE,TRUE,04/30/18,05:05 PM,06:05 PM,FREE,BUSY
05/01/18,07:05 PM,08:05 PM,Rockies at Cubs,Wrigley Field - Chicago,"Local TV: WGN- MLBN (out-of-market only) ----- Local Radio: 670 The Score",05/01/18,05/01/18,10:05 PM,11:05 PM,FALSE,TRUE,05/01/18,06:05 PM,07:05 PM,FREE,BUSY
05/02/18,01:20 PM,02:20 PM,Rockies at Cubs,Wrigley Field - Chicago,"Local TV: NBC Sports Chicago- MLBN (out-of-market only) ----- Local Radio: 670 The Score- WRTO 1200",05/02/18,05/02/18,04:20 PM,05:20 PM,FALSE,TRUE,05/02/18,12:20 PM,01:20 PM,FREE,BUSY
05/04/18,07:15 PM,08:15 PM,Cubs at Cardinals,Busch Stadium - St. Louis,"Local TV: NBC Sports Chicago ----- Local Radio: 670 The Score",05/04/18,05/04/18,10:15 PM,11:15 PM,FALSE,TRUE,05/04/18,06:15 PM,07:15 PM,FREE,BUSY
05/05/18,01:15 PM,02:15 PM,Cubs at Cardinals,Busch Stadium - St. Louis,"Local TV: ABC 7 ----- Local Radio: 670 The Score",05/05/18,05/05/18,04:15 PM,05:15 PM,FALSE,TRUE,05/05/18,12:15 PM,01:15 PM,FREE,BUSY
05/06/18,07:05 PM,08:05 PM,Cubs at Cardinals,Busch Stadium - St. Louis,"Local TV: ESPN ----- Local Radio: 670 The Score",05/06/18,05/06/18,10:05 PM,11:05 PM,FALSE,TRUE,05/06/18,06:05 PM,07:05 PM,FREE,BUSY
05/07/18,07:05 PM,08:05 PM,Marlins at Cubs,Wrigley Field - Chicago,"Local TV: NBC Sports Chicago ----- Local Radio: 670 The Score",05/07/18,05/07/18,10:05 PM,11:05 PM,FALSE,TRUE,05/07/18,06:05 PM,07:05 PM,FREE,BUSY
05/08/18,07:05 PM,08:05 PM,Marlins at Cubs,Wrigley Field - Chicago,"Local TV: NBC Sports Chicago ----- Local Radio: 670 The Score",05/08/18,05/08/18,10:05 PM,11:05 PM,FALSE,TRUE,05/08/18,06:05 PM,07:05 PM,FREE,BUSY
05/09/18,01:20 PM,02:20 PM,Marlins at Cubs,Wrigley Field - Chicago,"Local TV: WGN ----- Local Radio: 670 The Score",05/09/18,05/09/18,04:20 PM,05:20 PM,FALSE,TRUE,05/09/18,12:20 PM,01:20 PM,FREE,BUSY
05/11/18,01:20 PM,02:20 PM,White Sox at Cubs,Wrigley Field - Chicago,"Local TV: NBC Sports Chicago- MLBN (out-of-market only) ----- Local Radio: 670 The Score- WRTO 1200",05/11/18,05/11/18,04:20 PM,05:20 PM,FALSE,TRUE,05/11/18,12:20 PM,01:20 PM,FREE,BUSY
05/12/18,01:20 PM,02:20 PM,White Sox at Cubs,Wrigley Field - Chicago,"Local TV: ABC 7 ----- Local Radio: 670 The Score- WRTO 1200",05/12/18,05/12/18,04:20 PM,05:20 PM,FALSE,TRUE,05/12/18,12:20 PM,01:20 PM,FREE,BUSY
05/13/18,01:20 PM,02:20 PM,White Sox at Cubs,Wrigley Field - Chicago,"Local TV: WGN- MLBN (out-of-market only) ----- Local Radio: 670 The Score- WRTO 1200",05/13/18,05/13/18,04:20 PM,05:20 PM,FALSE,TRUE,05/13/18,12:20 PM,01:20 PM,FREE,BUSY
05/14/18,01:20 PM,02:20 PM,Braves at Cubs,Wrigley Field - Chicago,"Local TV: WGN- MLBN (out-of-market only) ----- Local Radio: 670 The Score",05/14/18,05/14/18,04:20 PM,05:20 PM,FALSE,TRUE,05/14/18,12:20 PM,01:20 PM,FREE,BUSY
05/15/18,06:35 PM,07:35 PM,Cubs at Braves,SunTrust Park - Atlanta,"Local TV: NBC Sports Chicago+ ----- Local Radio: 670 The Score",05/15/18,05/15/18,09:35 PM,10:35 PM,FALSE,TRUE,05/15/18,05:35 PM,06:35 PM,FREE,BUSY
05/16/18,06:35 PM,07:35 PM,Cubs at Braves,SunTrust Park - Atlanta,"Local TV: WGN ----- Local Radio: 670 The Score",05/16/18,05/16/18,09:35 PM,10:35 PM,FALSE,TRUE,05/16/18,05:35 PM,06:35 PM,FREE,BUSY
05/17/18,06:35 PM,07:35 PM,Cubs at Braves,SunTrust Park - Atlanta,"Local TV: WGN- MLBN (out-of-market only) ----- Local Radio: 670 The Score",05/17/18,05/17/18,09:35 PM,10:35 PM,FALSE,TRUE,05/17/18,05:35 PM,06:35 PM,FREE,BUSY
05/18/18,06:10 PM,07:10 PM,Cubs at Reds,Great American Ball Park - Cincinnati,"Local TV: NBC Sports Chicago ----- Local Radio: 670 The Score",05/18/18,05/18/18,09:10 PM,10:10 PM,FALSE,TRUE,05/18/18,05:10 PM,06:10 PM,FREE,BUSY
05/19/18,12:10 PM,01:10 PM,Cubs at Reds,Great American Ball Park - Cincinnati,"Local TV: WGN ----- Local Radio: 670 The Score",05/19/18,05/19/18,03:10 PM,04:10 PM,FALSE,TRUE,05/19/18,11:10 AM,12:10 PM,FREE,BUSY
05/19/18,06:10 PM,07:10 PM,Cubs at Reds,Great American Ball Park - Cincinnati,"Local TV: WGN ----- Local Radio: 670 The Score",05/19/18,05/19/18,09:10 PM,10:10 PM,FALSE,TRUE,05/19/18,05:10 PM,06:10 PM,FREE,BUSY
05/20/18,12:10 PM,01:10 PM,Cubs at Reds,Great American Ball Park - Cincinnati,"Local TV: ABC 7 ----- Local Radio: 670 The Score",05/20/18,05/20/18,03:10 PM,04:10 PM,FALSE,TRUE,05/20/18,11:10 AM,12:10 PM,FREE,BUSY
05/22/18,06:05 PM,07:05 PM,Indians at Cubs,Wrigley Field - Chicago,"Local TV: WGN- ESPN ----- Local Radio: 670 The Score",05/22/18,05/22/18,09:05 PM,10:05 PM,FALSE,TRUE,05/22/18,05:05 PM,06:05 PM,FREE,BUSY
05/23/18,07:05 PM,08:05 PM,Indians at Cubs,Wrigley Field - Chicago,"Local TV: NBC Sports Chicago- MLBN (out-of-market only) ----- Local Radio: 670 The Score",05/23/18,05/23/18,10:05 PM,11:05 PM,FALSE,TRUE,05/23/18,06:05 PM,07:05 PM,FREE,BUSY
